,name,year,selling_price,km_driven,fuel,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats
7101,Maruti Swift Ldi,2008,175000,120000,Diesel,Manual,First ,17,1248,75,5
7102,Hyundai Grand i10,2014,375000,76000,Diesel,Manual,Third ,24,1120,70,5
7103,Hyundai Grand i10,2014,430000,80000,Diesel,Manual,Second ,24,1120,70,5
7104,Tata Indica V2,2008,65000,110000,Diesel,Manual,Second ,17,1396,53.5,5
7105,Hyundai Accent GLS,2009,150000,70000,Petrol,Manual,Third ,13,1495,94,5
7106,Hyundai i20 Active,2019,620000,13000,Petrol,Manual,First ,17,1197,81.86,5
7107,Ford Classic 1.6,2013,250000,60000,Petrol,Manual,Second ,14,1596,99.6,5
7108,Maruti Ritz VDi,2011,275000,165000,Diesel,Manual,First ,21,1248,73.9,5
7109,Chevrolet Tavera Neo,2013,454000,120000,Diesel,Manual,Second ,13,2499,72.4,10
7110,Mahindra TUV 300,2017,600000,30000,Diesel,Manual,Second ,18,1493,100,7
7111,Volkswagen Vento Diesel,2011,400000,100000,Diesel,Manual,Second ,20,1598,103.6,5
7112,Mahindra Renault Logan,2007,180000,187000,Diesel,Manual,Second ,19,1461,65,5
7113,Maruti Vitara Brezza,2016,750000,70000,Diesel,Manual,First ,24,1248,88.5,5
7114,Maruti Swift VXI,2016,500000,40000,Petrol,Manual,First ,20,1197,81.8,5
7115,Audi Q3 2.0,2017,2825000,22000,Diesel,Automatic,First ,15,1968,174.33,5
7116,Honda Civic ZX,2020,2125000,5500,Diesel,Manual,First ,26,1597,118,5
7117,BMW X1 sDrive20d,2018,3350000,18000,Diesel,Automatic,First ,19,1998,190,5
7118,Honda Jazz VX,2019,840000,1500,Petrol,Automatic,First ,18,1199,88.7,5
7119,Honda Mobilio RS,2015,1000000,46000,Diesel,Manual,First ,24,1498,98.6,7
7120,Maruti Baleno Alpha,2017,740000,24400,Diesel,Manual,First ,27,1248,74,5
7121,Volkswagen Vento 1.5,2018,1290000,29899,Diesel,Automatic,First ,22,1498,108.6,5
7122,Toyota Innova Crysta,2018,1800000,20000,Diesel,Automatic,First ,11,2755,171.5,8
7123,Hyundai Grand i10,2020,775000,2000,Petrol,Manual,First ,20,1197,81.86,5
7124,Renault Lodgy 85PS,2017,695000,34000,Diesel,Manual,First ,21,1461,83.8,8
7125,Hyundai Elite i20,2018,730000,31000,Petrol,Automatic,First ,17,1197,81.86,5
7126,Chevrolet Trailblazer LTZ,2016,1295000,46000,Diesel,Automatic,Second ,11,2776,197.2,7
7127,Isuzu MU 7,2016,1160000,121000,Diesel,Automatic,First ,12,2999,161,7
7128,Mercedes-Benz GLC 220d,2017,3300000,60000,Diesel,Automatic,First ,0,1950,194,5
7129,Hyundai Santro Asta,2018,540000,7000,Petrol,Manual,First ,20,1086,68,5
7130,Maruti Celerio ZXI,2016,434999,10000,Petrol,Automatic,First ,23,998,67.04,5
7131,Mercedes-Benz GL-Class 220d,2018,4600000,6000,Diesel,Automatic,First ,17,2143,170,5
7132,Force Gurkha Hard,2018,910000,20000,Diesel,Manual,First ,17,2596,80.8,5
7133,Hyundai Creta 1.6,2015,850000,59235,Diesel,Manual,First ,19,1582,126.2,5
7134,BMW X4 M,2019,5800000,21000,Diesel,Automatic,First ,16,1995,190,5
7135,Honda Amaze S,2014,520000,48000,Diesel,Manual,First ,25,1498,98.6,5
7136,Mahindra Xylo D4,2018,650000,114000,Diesel,Manual,First ,14,2489,93.7,7
7137,Maruti Swift Dzire,2011,430000,120000,Diesel,Manual,Second ,19,1248,73.9,5
7138,Hyundai i20 Magna,2013,360000,144000,Diesel,Manual,First ,21,1396,88.8,5
7139,Hyundai i20 Magna,2013,350000,144000,Diesel,Manual,First ,21,1396,88.8,5
7140,Maruti Vitara Brezza,2016,791000,190000,Diesel,Manual,First ,24,1248,88.5,5
7141,Toyota Innova 2.5,2015,950000,190000,Diesel,Manual,Second ,12,2494,100.6,7
7142,Maruti Swift VDI,2019,690000,20000,Diesel,Manual,First ,28,1248,74,5
7143,Hyundai Verna CRDi,2017,860000,40000,Diesel,Manual,Second ,22,1582,126.2,5
7144,Maruti Swift Dzire,2012,371000,100000,Diesel,Manual,First ,19,1248,73.9,5
7145,Tata Indica V2,2008,45000,60000,Diesel,Manual,Second ,16,1405,68,5
7146,Ford Fiesta 1.4,2006,55000,201000,Diesel,Manual,First ,17,1399,68,5
7147,Volkswagen Vento Diesel,2011,240000,110000,Diesel,Manual,First ,20,1598,103.6,5
7148,Maruti Swift VDI,2014,495000,77215,Diesel,Manual,Second ,25,1248,74,5
7149,Honda Jazz 1.2,2015,671000,48228,Petrol,Manual,First ,18,1199,88.7,5
7150,Maruti Swift VDI,2017,693000,58559,Diesel,Manual,First ,25,1248,74,5
7151,Honda City i,2016,802999,50856,Diesel,Manual,First ,26,1498,98.6,5
7152,Honda City i,2017,890000,18300,Petrol,Manual,First ,17,1497,117.3,5
7153,Maruti Swift LDI,2015,495000,59292,Diesel,Manual,First ,28,1248,74,5
7154,Maruti Celerio ZXI,2018,545000,10000,Petrol,Automatic,First ,23,998,67.04,5
7155,Maruti Baleno Zeta,2018,775000,21147,Petrol,Automatic,First ,21,1197,83.1,5
7156,Honda City i-DTEC,2017,925000,69000,Diesel,Manual,First ,25,1498,97.9,5
7157,Mahindra Marazzo M8,2019,1450000,10000,Diesel,Manual,First ,17,1497,121,7
7158,Maruti Swift AMT,2018,790000,16000,Diesel,Automatic,First ,28,1248,74,5
7159,Toyota Innova Crysta,2017,1789999,36000,Diesel,Manual,First ,13,2393,147.8,8
7160,Maruti Baleno Delta,2017,620000,37000,Petrol,Manual,First ,21,1197,81.8,5
7161,Maruti Celerio VDi,2016,375000,61173,Diesel,Manual,First ,27,793,47,5
7162,Audi A4 35,2016,2450000,30000,Diesel,Automatic,First ,18,1968,187.74,5
7163,Mahindra XUV500 W8,2014,850000,75000,Diesel,Manual,First ,15,2179,140,7
7164,Maruti Baleno Alpha,2017,750000,51000,Petrol,Automatic,First ,19,1197,81.8,5
7165,Maruti Baleno Alpha,2018,775000,17000,Petrol,Manual,First ,21,1197,81.8,5
7166,Maruti Swift Vdi,2008,260000,100000,Diesel,Manual,Second ,17,1248,75,5
7167,Audi A6 2.0,2013,2000000,35000,Diesel,Automatic,Second ,17,1968,174.33,5
7168,Hyundai EON Sportz,2017,300000,10000,Petrol,Manual,First ,21,814,55.2,5
7169,Mahindra XUV500 AT,2016,1300000,91567,Diesel,Automatic,Third ,16,2179,140,7
7170,Maruti Celerio VXI,2017,380000,50000,Petrol,Manual,First ,23,998,67.04,5
7171,Hyundai Grand i10,2017,480000,60000,Petrol,Manual,First ,18,1197,81.86,5
7172,Maruti Alto 800,2016,240000,35000,Petrol,Manual,Second ,22,796,47.3,5
7173,Hyundai Verna 1.4,2014,500000,33400,Petrol,Manual,First ,17,1396,105.5,5
7174,Maruti Swift LXI,2015,420000,36000,Petrol,Manual,First ,20,1197,83.11,5
7175,Ford Figo Diesel,2011,130000,180000,Diesel,Manual,Second ,20,1399,68,5
7176,Maruti Alto K10,2012,110000,80000,Petrol,Manual,First ,20,998,67.1,5
7177,Maruti Alto LX,2007,120000,120000,Petrol,Manual,Second ,19,796,46.3,5
7178,Maruti Swift Dzire,2017,700000,80000,Diesel,Automatic,First ,28,1248,74.02,5
7179,Maruti Swift Dzire,2018,550000,120000,Diesel,Manual,First ,28,1248,74.02,5
7180,Tata Indigo CS,2014,190000,110000,Diesel,Manual,Second ,19,1405,69.01,5
7181,Toyota Etios Liva,2018,665000,70000,Diesel,Manual,First ,23,1364,67.04,5
7182,Mahindra Xylo D4,2014,445000,120000,Diesel,Manual,Second ,14,2489,93.7,7
7183,Hyundai i20 Magna,2012,340000,92686,Diesel,Manual,Second ,21,1396,88.76,5
7184,Hyundai Sonata 2.0L,2009,330000,180000,Diesel,Manual,First ,13,1991,142,5
7185,Tata Manza Club,2012,270000,80000,Diesel,Manual,First ,21,1248,88.76,5
7186,Mahindra XUV500 AT,2015,1044999,70000,Diesel,Automatic,First ,16,2179,140,7
7187,Maruti Swift Ldi,2009,279000,117000,Diesel,Manual,First ,17,1248,75,5
7188,Ford Aspire Trend,2018,620000,15000,Petrol,Manual,First ,20,1194,94.93,5
7189,Skoda Octavia L,2007,250000,100000,Diesel,Manual,Second ,16,1896,122.4,5
7190,Hyundai Verna 1.6,2012,475000,83000,Petrol,Automatic,First ,15,1591,121.3,5
7191,Chevrolet Cruze LTZ,2016,750000,67600,Diesel,Automatic,First ,14,1998,163.7,5
7192,Mitsubishi Pajero Sport,2015,1250000,160000,Diesel,Manual,Second ,13,2477,178,7
7193,Hyundai EON Era,2014,250000,80000,Petrol,Manual,Second ,21,814,55.2,5
7194,Honda Amaze VX,2013,445000,100000,Diesel,Manual,First ,25,1498,98.6,5
7195,Volkswagen Jetta 2.0,2010,400000,100000,Diesel,Manual,First ,15,1896,105,5
7196,Hyundai i20 1.4,2010,350000,90000,Diesel,Manual,Second ,23,1396,90,5
7197,Skoda Rapid Ultima,2012,295000,140000,Diesel,Manual,First ,20,1598,103.5,5
7198,Maruti Swift Dzire,2018,600000,25000,Petrol,Manual,First ,21,1197,81.8,5
7199,Toyota Innova Crysta,2018,1650000,20000,Diesel,Manual,First ,13,2393,147.8,8
7200,Maruti 800 AC,2012,100000,30000,Petrol,Manual,First ,16,796,37,4
7201,Ford Aspire Trend,2018,690000,13000,Petrol,Manual,First ,20,1194,94.93,5
7202,Hyundai i20 1.2,2018,710000,42000,Petrol,Manual,First ,18,1197,81.83,5
7203,Hyundai EON 1.0,2018,350000,10000,Petrol,Manual,Second ,20,998,68.05,5
7204,Maruti Alto K10,2012,220000,13000,Petrol,Manual,First ,20,998,67.1,5
7205,Renault Triber RXZ,2019,700000,6500,Petrol,Manual,First ,20,999,72,7
7206,Hyundai EON Magna,2013,198000,49500,Petrol,Manual,Second ,21,814,55.2,5
7207,Hyundai i20 1.4,2011,350000,50000,Diesel,Manual,First ,23,1396,90,5
7208,Tata Indigo CR4,2011,210000,175000,Diesel,Manual,Second ,23,1396,70,5
7209,Tata Indigo eCS,2011,210000,175000,Diesel,Manual,Second ,23,1396,69,5
7210,Maruti Ritz ZDi,2014,375000,110000,Diesel,Manual,Third ,23,1248,73.94,5
7211,Maruti Swift Dzire,2012,380000,112048,Petrol,Manual,Second ,17,1298,85.8,5
7212,Honda City 1.5,2010,360000,98000,Petrol,Manual,Third ,17,1497,118,5
7213,Mahindra XUV500 W6,2015,944999,41000,Diesel,Manual,First ,15,2179,140,7
7214,Chevrolet Tavera Neo,2016,620000,120000,Diesel,Manual,First ,13,2499,72.4,10
7215,Toyota Platinum Etios,2018,780000,116000,Diesel,Manual,First ,23,1364,67.05,5
7216,Maruti Swift LXI,2020,445000,1000,Petrol,Manual,First ,21,1197,81.8,5
7217,Hyundai Xcent 1.2,2018,575000,15000,Petrol,Automatic,First ,17,1197,81.86,5
7218,Maruti S-Cross 2017-2020,2018,975000,5000,Diesel,Manual,First ,25,1248,88.5,5
7219,Tata Tiago 2019-2020,2019,450000,3500,Petrol,Manual,First ,23,1199,83.83,5
7220,Ford Figo 1.5D,2017,495000,56000,Diesel,Manual,First ,25,1498,99,5
7221,Toyota Innova 2.5,2013,830000,215000,Diesel,Manual,First ,12,2494,100,7
7222,Mahindra XUV500 W6,2012,800000,40000,Diesel,Manual,First ,15,2179,140,7
7223,Maruti Ritz VDi,2013,300000,120000,Diesel,Manual,Second ,23,1248,73.94,5
7224,Mahindra Scorpio 2.6,2003,200000,120000,Diesel,Manual,Second ,10,2179,120,7
7225,Honda Brio 1.2,2017,480000,30400,Petrol,Manual,First ,18,1198,86.8,5
7226,Honda BR-V i-DTEC,2017,950000,24000,Diesel,Manual,First ,21,1498,98.6,7
7227,Honda BR-V i-VTEC,2017,840000,30646,Petrol,Manual,First ,15,1497,117.3,7
7228,Hyundai Verna 1.6,2017,800000,15000,Diesel,Manual,First ,23,1582,126.2,5
7229,Volkswagen Vento 1.5,2017,750000,50000,Diesel,Manual,First ,22,1498,108.6,5
7230,Hyundai EON Era,2017,254999,34000,Petrol,Manual,First ,21,814,55.2,5
7231,Maruti Ertiga SHVS,2016,725000,54000,Diesel,Manual,Second ,24,1248,88.5,7
7232,Mercedes-Benz B Class,2016,1859000,40000,Diesel,Automatic,Second ,19,2143,134.1,5
7233,Chevrolet Beat LT,2012,145000,120000,Petrol,Manual,First ,18,1199,79.4,5
7234,Tata Nexon 1.2,2018,750000,15000,Petrol,Manual,First ,17,1198,108.5,5
7235,Volkswagen Ameo 1.5,2017,655000,50000,Diesel,Automatic,First ,22,1498,108.495,5
7236,Ford Figo Diesel,2011,210000,84000,Diesel,Manual,Second ,20,1399,68,5
7237,Honda City 1.5,2011,450000,50000,Petrol,Manual,First ,17,1497,118,5
7238,Hyundai Santro Sportz,2019,466000,25000,Petrol,Automatic,Fourth & Above ,20,1086,68,5
7239,Ford Figo 1.5D,2015,580000,52000,Diesel,Manual,First ,25,1498,99,5
7240,Hyundai Santro Sportz,2019,430000,18500,Petrol,Manual,First ,20,1086,68,5
7241,Tata Indigo CS,2012,155000,50000,Diesel,Manual,First ,23,1396,69,5
7242,Datsun RediGO 1.0,2017,240000,35000,Petrol,Manual,First ,22,999,67,5
7243,Toyota Etios G,2016,540000,15500,Petrol,Manual,First ,16,1496,88.73,5
7244,Tata Indigo CS,2013,250000,120000,Diesel,Manual,First ,19,1396,69,5
7245,Tata Indigo eCS,2012,260000,60000,Diesel,Manual,First ,25,1396,69,5
7246,Mahindra Scorpio LX,2011,550000,80000,Diesel,Manual,Second ,12,2179,120,9
7247,Ford Ecosport 1.0,2014,550000,43011,Petrol,Manual,First ,18,999,123.37,5
7248,Renault Duster 110PS,2015,600000,136000,Diesel,Manual,First ,19,1461,108.45,5
7249,Ford Figo Aspire,2017,550000,15000,Diesel,Manual,First ,25,1498,99,5
7250,Mahindra Bolero SLX,2011,370000,110000,Diesel,Manual,Second ,13,2523,63,7
7251,Hyundai i10 Magna,2008,250000,100000,Petrol,Manual,Second ,19,1086,68.05,5
7252,Maruti Alto LXi,2005,125000,70000,Petrol,Manual,Fourth & Above ,19,796,46.3,5
7253,Tata Indica Vista,2010,200000,110000,Diesel,Manual,First ,17,1405,71,5
7254,Honda WR-V i-DTEC,2017,675000,127991,Diesel,Manual,First ,25,1498,98.6,5
7255,Mitsubishi Lancer 2.0,1999,150000,198000,Diesel,Manual,Second ,14,1998,68,5
7256,Tata Indigo eCS,2010,290000,65000,Petrol,Manual,First ,15,1193,64.1,5
7257,Maruti Ciaz 1.3,2018,889000,20000,Diesel,Manual,First ,28,1248,88.5,5
7258,Volkswagen Ameo 1.2,2016,400000,60000,Petrol,Manual,First ,17,1198,73.75,5
7259,Renault KWID RXT,2018,390000,13120,Petrol,Manual,First ,25,799,53.3,5
7260,Jeep Compass 2.0,2017,1550000,87500,Diesel,Manual,First ,17,1956,170,5
7261,Hyundai Verna 1.6,2014,600000,125000,Diesel,Manual,First ,22,1582,126.32,5
7262,Hyundai Elite i20,2018,800000,25000,Petrol,Automatic,First ,17,1197,81.86,5
7263,Maruti Ertiga ZDI,2013,600000,120000,Diesel,Manual,Third ,20,1248,88.8,7
7264,Hyundai Verna 1.6,2015,795000,35000,Petrol,Manual,First ,17,1591,121.3,5
7265,Hyundai i20 Asta,2016,735000,25000,Diesel,Manual,First ,22,1396,88.73,5
7266,Skoda Octavia L,2005,250000,120000,Diesel,Manual,Third ,16,1896,90,5
7267,Renault KWID AMT,2018,400000,25000,Petrol,Automatic,First ,24,999,67,5
7268,Hyundai Accent CRDi,2005,130000,79000,Diesel,Manual,Second ,13,1493,82,5
7269,Renault Lodgy 85PS,2015,600000,125000,Diesel,Manual,First ,21,1461,83.8,8
7270,Mahindra Xylo D2,2014,395000,140000,Diesel,Manual,First ,14,2489,95,8
7271,Hyundai i20 Active,2016,720000,80000,Diesel,Manual,First ,21,1396,88.73,5
7272,Honda City S,2011,450000,110000,Petrol,Manual,Third ,16,1497,116.4,5
7273,Ford Figo Aspire,2018,700000,25000,Petrol,Manual,First ,18,1196,86.8,5
7274,Honda Mobilio RS,2015,1000000,46000,Diesel,Manual,First ,24,1498,98.6,7
7275,Hyundai Santro Magna,2020,500000,1000,Petrol,Manual,First ,20,1086,68.07,5
7276,Maruti 800 AC,2007,125000,60000,Petrol,Manual,Second ,16,796,37,4
7277,Renault Lodgy 85PS,2015,690000,80000,Diesel,Manual,First ,21,1461,83.8,8
7278,Jeep Compass 2.0,2017,1550000,120000,Diesel,Manual,First ,17,1956,170,5
7279,Tata Indica V2,2013,170000,110000,Petrol,Manual,Second ,15,1193,65.3,5
7280,Fiat Linea Emotion,2010,275000,110000,Diesel,Manual,Third ,20,1248,91.7,5
7281,Toyota Innova 2.5,2007,500000,200000,Diesel,Manual,Third ,12,2494,102,8
7282,Volkswagen Jetta 2.0L,2013,950000,80000,Diesel,Manual,Second ,19,1968,138.1,5
7283,Maruti Swift Dzire,2019,802999,24000,Diesel,Manual,First ,28,1248,74.02,5
7284,Maruti Swift Dzire,2013,470000,150000,Diesel,Manual,First ,23,1248,74,5
7285,Renault KWID RXT,2015,300000,60000,Petrol,Manual,First ,25,799,53.3,5
7286,Renault Duster 110PS,2014,600000,116000,Diesel,Manual,First ,19,1461,108.45,5
7287,Ford Figo Diesel,2013,275000,104300,Diesel,Manual,First ,20,1399,68.1,5
7288,Mahindra KUV 100,2018,700000,30000,Diesel,Manual,First ,25,1198,77,6
7289,Mercedes-Benz GL-Class 350,2014,3250000,33000,Diesel,Automatic,First ,11,2987,254.8,7
7290,Volkswagen Ameo 1.5,2020,800000,25000,Diesel,Manual,First ,21,1498,108.62,5
7291,Audi A6 2.0,2014,2200000,60000,Diesel,Automatic,First ,17,1968,174.33,5
7292,Hyundai Verna CRDi,2007,245000,121000,Diesel,Manual,Second ,18,1493,110,5
7293,Hyundai Verna CRDi,2010,310000,120000,Diesel,Manual,Second ,16,1493,110,5
7294,Hyundai Verna CRDi,2007,245000,120000,Diesel,Manual,Second ,18,1493,110,5
7295,Volkswagen Polo Petrol,2011,450000,110000,Petrol,Manual,First ,16,1198,73.9,5
7296,Volkswagen Jetta 2.0L,2013,850000,84000,Diesel,Automatic,Second ,16,1968,138.03,5
7297,Honda CR-V 2.4,2004,325000,120000,Petrol,Automatic,Third ,10,2354,152,5
7298,Maruti Swift VDI,2013,409999,100000,Diesel,Manual,Third ,22,1248,74,5
7299,Volvo XC60 Inscription,2018,5500000,50000,Diesel,Automatic,First ,11,1969,235,5
7300,Hyundai Creta 1.6,2015,1000000,73500,Diesel,Manual,First ,19,1582,126.2,5
7301,Hyundai Xcent 1.1,2016,590000,34000,Diesel,Manual,Second ,24,1120,71,5
7302,Nissan Kicks XV,2019,1200000,23000,Diesel,Manual,First ,20,1461,108.5,5
7303,Ford Fiesta 1.4,2008,175000,163000,Diesel,Manual,Third ,17,1399,68,5
7304,Chevrolet Optra Magnum,2011,300000,119000,Diesel,Manual,Second ,16,1991,123.7,5
7305,Toyota Innova Crysta,2017,2175000,50000,Diesel,Automatic,First ,11,2755,171.5,7
7306,Honda City i-DTEC,2019,1110000,10500,Diesel,Manual,First ,25,1498,97.9,5
7307,Mitsubishi Lancer 2.0,2000,150000,280000,Diesel,Manual,Second ,14,1998,68,5
7308,Volkswagen Vento Diesel,2013,325000,155000,Diesel,Manual,Second ,20,1598,103.6,5
7309,Ford Fiesta 1.4,2010,325000,163000,Diesel,Manual,First ,17,1399,68,5
7310,Honda City 2017-2020,2008,280000,75000,Petrol,Manual,First ,17,1497,78,5
7311,Honda City i,2016,765000,80000,Diesel,Manual,First ,26,1498,98.6,5
7312,Honda City i,2014,640000,120000,Diesel,Manual,Second ,26,1498,98.6,5
7313,Tata Indica V2,2007,65000,120000,Diesel,Manual,Third ,17,1396,52.8,5
7314,Skoda Octavia Ambiente,2007,195000,175000,Diesel,Manual,Second ,18,1896,66,5
7315,Maruti Alto 800,2017,295000,15000,Petrol,Manual,First ,24,796,47.3,5
7316,Maruti Swift Dzire,2012,625000,100000,Diesel,Manual,Second ,23,1248,74,5
7317,Maruti Wagon R,2009,160000,80000,Petrol,Manual,Second ,18,998,67.1,5
7318,Maruti Celerio VXI,2015,330000,84000,Petrol,Manual,Second ,23,998,67.04,5
7319,Ford Figo Petrol,2010,180000,50000,Petrol,Manual,Second ,15,1196,70,5
7320,Maruti Omni 8,2012,150000,35000,Petrol,Manual,Second ,14,796,35,5
7321,Hyundai i10 Era,2011,300000,30000,Petrol,Manual,First ,19,1086,68.05,5
7322,Hyundai i20 1.2,2018,730000,2388,Petrol,Manual,First ,18,1197,81.83,5
7323,Maruti Vitara Brezza,2017,650000,16200,Diesel,Manual,First ,24,1248,88.5,5
7324,Maruti Alto 800,2019,330000,10000,CNG,Manual,Second ,33,796,40.3,4
7325,Maruti Alto K10,2019,366000,15000,Petrol,Manual,First ,23,998,67.1,5
7326,Hyundai Verna VTVT,2019,1149000,5000,Petrol,Manual,First ,17,1591,121.3,5
7327,Datsun GO D,2016,150000,42000,Petrol,Manual,First ,20,1198,67,5
7328,Hyundai Santro Xing,2013,187000,120000,Petrol,Manual,Second ,17,1086,62.1,5
7329,Tata Safari DICOR,2011,425000,60000,Diesel,Manual,Second ,13,2179,138.03,7
7330,Maruti 800 Std,2012,150000,76000,Petrol,Manual,First ,16,796,37,4
7331,Ford Aspire Trend,2018,620000,15000,Petrol,Manual,First ,20,1194,94.93,5
7332,Skoda Octavia L,2007,250000,100000,Diesel,Manual,Second ,16,1896,122.4,5
7333,Hyundai Verna 1.6,2012,475000,83000,Petrol,Automatic,First ,15,1591,121.3,5
7334,Chevrolet Cruze LTZ,2016,750000,67600,Diesel,Automatic,First ,14,1998,163.7,5
7335,Mitsubishi Pajero Sport,2015,1250000,160000,Diesel,Manual,Second ,13,2477,178,7
7336,Hyundai EON Era,2014,250000,80000,Petrol,Manual,Second ,21,814,55.2,5
7337,Honda Amaze VX,2013,445000,100000,Diesel,Manual,First ,25,1498,98.6,5
7338,Volkswagen Jetta 2.0,2010,400000,100000,Diesel,Manual,First ,15,1896,105,5
7339,Hyundai i20 1.4,2010,350000,90000,Diesel,Manual,Second ,23,1396,90,5
7340,Skoda Rapid Ultima,2012,295000,140000,Diesel,Manual,First ,20,1598,103.5,5
7341,Maruti Swift Dzire,2018,600000,25000,Petrol,Manual,First ,21,1197,81.8,5
7342,Toyota Innova Crysta,2018,1650000,20000,Diesel,Manual,First ,13,2393,147.8,8
7343,Maruti 800 AC,2012,100000,30000,Petrol,Manual,First ,16,796,37,4
7344,Ford Aspire Trend,2018,690000,13000,Petrol,Manual,First ,20,1194,94.93,5
7345,Hyundai i20 1.2,2018,710000,42000,Petrol,Manual,First ,18,1197,81.83,5
7346,Hyundai EON 1.0,2018,350000,10000,Petrol,Manual,Second ,20,998,68.05,5
7347,Maruti Alto K10,2012,220000,13000,Petrol,Manual,First ,20,998,67.1,5
7348,Renault Triber RXZ,2019,700000,6500,Petrol,Manual,First ,20,999,72,7
7349,Hyundai EON Magna,2013,198000,49500,Petrol,Manual,Second ,21,814,55.2,5
7350,Hyundai i20 1.4,2011,350000,50000,Diesel,Manual,First ,23,1396,90,5
7351,Maruti Baleno Alpha,2016,650000,35000,Petrol,Manual,Second ,21,1197,83.1,5
7352,Mahindra Verito 1.5,2015,380000,120000,Diesel,Manual,Second ,21,1461,65,5
7353,Tata Zest Revotron,2014,360000,50000,Petrol,Manual,Second ,17,1193,88.7,5
7354,Skoda Rapid 1.6,2012,385000,116000,Petrol,Manual,First ,15,1598,103.5,5
7355,Hyundai Verna 1.6,2012,590000,110000,Diesel,Manual,Second ,22,1582,126.32,5
7356,Mahindra XUV500 W4,2013,750000,70000,Diesel,Manual,Second ,15,2179,140,7
7357,Fiat Grande Punto,2011,254999,100000,Diesel,Manual,Third ,20,1248,75,5
7358,Hyundai Grand i10,2015,499000,20000,Petrol,Manual,First ,18,1197,81.86,5
7359,Maruti Swift Dzire,2018,730000,60000,Diesel,Automatic,First ,28,1248,74.02,5
7360,Honda Jazz 1.5,2016,650000,30000,Diesel,Manual,Second ,27,1498,98.6,5
7361,Renault Pulse RxL,2012,220000,75000,Diesel,Manual,First ,23,1461,63.12,5
7362,Tata Indica V2,2006,100000,110000,Diesel,Manual,Third ,16,1405,62,5
7363,Hyundai Accent GLS,2004,110000,120000,Petrol,Manual,Fourth & Above ,14,1599,94,5
7364,Tata Indica Vista,2009,152000,48000,Diesel,Manual,Second ,17,1405,71,5
7365,Maruti Ignis Zeta,2020,600000,5000,Petrol,Automatic,First ,20,1197,81.8,5
7366,Chevrolet Tavera Neo,2016,620000,120000,Diesel,Manual,First ,13,2499,72.4,10
7367,Toyota Platinum Etios,2018,780000,116000,Diesel,Manual,First ,23,1364,67.05,5
7368,Maruti Swift LXI,2020,445000,1000,Petrol,Manual,First ,21,1197,81.8,5
7369,Hyundai Xcent 1.2,2018,575000,15000,Petrol,Automatic,First ,17,1197,81.86,5
7370,Maruti S-Cross 2017-2020,2018,975000,5000,Diesel,Manual,First ,25,1248,88.5,5
7371,Tata Tiago 2019-2020,2019,450000,3500,Petrol,Manual,First ,23,1199,83.83,5
7372,Ford Figo 1.5D,2015,480000,80000,Diesel,Manual,First ,25,1498,99,5
7373,Maruti Omni MPI,2008,110000,48676,Petrol,Manual,First ,19,796,35,8
7374,BMW 6 Series,2018,5830000,30000,Diesel,Automatic,First ,17,2993,261.4,4
7375,Hyundai i20 1.2,2014,415000,72000,Petrol,Manual,First ,18,1197,81.83,5
7376,Maruti Swift VXI,2015,475000,51000,Petrol,Manual,First ,22,1197,81.8,5
7377,Maruti Ignis Zeta,2017,525000,29000,Petrol,Manual,First ,20,1197,81.8,5
7378,Maruti Wagon R,2015,365000,28000,Petrol,Manual,First ,20,1197,81.8,5
7379,Maruti Swift VDI,2011,375000,97000,Diesel,Manual,First ,25,1248,74,5
7380,Maruti Swift Dzire,2018,765000,59000,Diesel,Manual,First ,28,1248,74.02,5
7381,Maruti Swift Dzire,2019,770000,27000,Diesel,Manual,First ,28,1248,74.02,5
